ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT,MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATIONZ,ORIENTATIONX,ORIENTATIONY,PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.0032,0.1503,9.7931,0.0234,0.2069,9.8044,-0.0202,-0.0563,0.0055,-4.00E-04,5.00E-04,0,577,7.46,15.25,-42.5,335.93,-1.21,-0.14,2,981.16,28.441,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,178512,2018-07-23 11:59:12:469
0.0415,0.1982,9.774,0.024,0.2098,9.8044,0.0176,-0.0113,-0.0129,-4.00E-04,-5.00E-04,0,577,9.33,15.27,-42.34,330.24,-1.23,-0.13,2,981.16,50.899,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,179012,2018-07-23 11:59:12:969
0.0295,0.2293,9.7931,0.0247,0.2115,9.8043,0.0048,0.0181,0.0025,-4.00E-04,5.00E-04,0,577,10.31,11.95,-41.65,321.92,-1.22,-0.14,2,981.16,28.526,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,179510,2018-07-23 11:59:13:467
0.0151,0.1838,9.7955,0.0238,0.2082,9.8044,-0.0086,-0.0242,0.0041,7.00E-04,-5.00E-04,0,577,10.15,12.79,-43.22,324.02,-1.23,-0.14,2,981.16,33.257,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,180010,2018-07-23 11:59:13:967
0.0319,0.2029,9.7859,0.0248,0.21,9.8044,0.0071,-0.0068,-0.0067,-4.00E-04,5.00E-04,-0.0011,577,10.09,13.42,-41.69,323.99,-1.23,-0.14,2,981.16,28.52,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,180510,2018-07-23 11:59:14:467
0.0223,0.2077,9.7955,0.0244,0.2104,9.8044,-0.0021,-0.0024,0.0022,-4.00E-04,5.00E-04,0,577,10.11,13.93,-40.99,325.82,-1.23,-0.15,2,981.16,56.545,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,181012,2018-07-23 11:59:14:969
0.0271,0.2149,9.7811,0.0228,0.2096,9.8044,0.0043,0.0055,-0.0135,-4.00E-04,5.00E-04,0,577,9.21,11.74,-42.29,324.79,-1.22,-0.13,2,981.16,45.694,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,181511,2018-07-23 11:59:15:468
0.0199,0.2173,9.7955,0.0236,0.2117,9.8043,-0.0037,0.0059,0.0014,-4.00E-04,5.00E-04,0,577,9.09,13.2,-41.94,326.78,-1.23,-0.14,2,981.16,29.927,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,182012,2018-07-23 11:59:15:969
0.0271,0.2101,9.7907,0.023,0.2117,9.8043,0.0042,-0.0013,-0.0035,-4.00E-04,5.00E-04,0,577,8.86,12.83,-40.16,326.73,-1.24,-0.13,2,981.16,29.967,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,182512,2018-07-23 11:59:16:469
0.0343,0.2029,9.7931,0.0236,0.2096,9.8044,0.0107,-0.0064,4.00E-04,7.00E-04,5.00E-04,-0.0011,577,9.1,12.31,-41.38,324.77,-1.23,-0.13,2,981.16,39.834,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,183011,2018-07-23 11:59:16:968
0.0223,0.2149,9.7883,0.0238,0.2134,9.8043,-0.0015,0.0018,-0.0043,7.00E-04,-5.00E-04,0,577,9.93,12.64,-41.24,323.98,-1.25,-0.14,2,981.16,32.55,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,183511,2018-07-23 11:59:17:468
0.0319,0.2005,9.7452,0.0311,0.213,9.8043,9.00E-04,-0.012,-0.041,0.0071,-0.0208,0.0085,577,8.16,13.51,-40.31,331.42,-1.24,-0.14,2,981.16,37.643,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,184010,2018-07-23 11:59:17:967
0.0199,0.2109,9.7947,0.0253,0.2137,9.8043,-0.0054,-0.0025,0.0054,7.00E-04,2.00E-04,3.00E-04,577,7.82,11.25,-40.63,325.72,-1.25,-0.15,2,981.17,36.033,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 22,184511,2018-07-23 11:59:18:468
0.0255,0.2109,9.7931,0.0245,0.2141,9.8043,0.001,-0.0028,0.002,4.00E-04,2.00E-04,3.00E-04,577,9.2,11.38,-41.06,322.57,-1.25,-0.14,2,981.17,41.676,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,185011,2018-07-23 11:59:18:968
0.0151,0.2173,9.7931,0.0231,0.2147,9.8043,-0.0079,0.0029,0.0038,7.00E-04,5.00E-04,0,577,9.57,10.82,-41.72,319.72,-1.25,-0.14,2,981.17,36.774,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,185509,2018-07-23 11:59:19:466
0.0247,0.2077,9.7859,0.0238,0.2124,9.8043,0.001,-0.0043,0.0012,7.00E-04,5.00E-04,0,577,8.6,12.26,-42.73,324.85,-1.24,-0.14,2,981.17,38.058,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,186011,2018-07-23 11:59:19:968
0.0223,0.2125,9.7835,0.0226,0.2135,9.8043,-2.00E-04,-6.00E-04,-2.00E-04,7.00E-04,5.00E-04,0,577,9.43,12.81,-41.4,326.78,-1.25,-0.13,2,981.17,26.71,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,186511,2018-07-23 11:59:20:468
0.0223,0.2173,9.7859,0.0241,0.2136,9.8043,-0.0017,0.0041,7.00E-04,-4.00E-04,5.00E-04,0,577,10.6,14.77,-41.83,325.1,-1.25,-0.14,2,981.17,40.678,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,187012,2018-07-23 11:59:20:969
0.0247,0.2053,9.7883,0.0237,0.212,9.8043,0.0011,-0.0063,0.0015,7.00E-04,5.00E-04,0.001,577,8.66,13.86,-41.53,328.59,-1.24,-0.14,2,981.17,36.085,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,187511,2018-07-23 11:59:21:468
0.0247,0.1766,9.7907,0.0241,0.2099,9.8044,7.00E-04,-0.0329,0.0027,7.00E-04,5.00E-04,0,577,8.84,14.36,-41.46,328.57,-1.25,-0.14,2,981.17,44.779,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,188012,2018-07-23 11:59:21:969
0.0343,0.2293,9.7883,0.0258,0.214,9.8043,0.0086,0.0156,3.00E-04,7.00E-04,5.00E-04,0,577,9.69,14.75,-40.93,327.54,-1.25,-0.15,2,981.17,35.679,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,188510,2018-07-23 11:59:22:467
0.0127,0.2341,9.7955,0.0227,0.2127,9.8043,-0.0099,0.0217,0.0055,7.00E-04,-5.00E-04,0,577,9.39,14.03,-41.1,328.52,-1.23,-0.15,2,981.18,40.99,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,189012,2018-07-23 11:59:22:969
0.0391,0.1934,9.7907,0.0258,0.2132,9.8043,0.0133,-0.0195,-2.00E-04,7.00E-04,5.00E-04,0.001,577,8.85,14.57,-41.23,330.18,-1.25,-0.15,2,981.18,38.37,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,189511,2018-07-23 11:59:23:468
0.0319,0.2221,9.7883,0.0243,0.2163,9.8042,0.0077,0.0061,-0.0045,7.00E-04,5.00E-04,0,577,9.27,11.69,-41.62,324.8,-1.24,-0.14,2,981.18,38.188,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,190012,2018-07-23 11:59:23:969
0.0199,0.2149,9.7955,0.0236,0.2131,9.8043,-0.0036,0.0021,0.0022,7.00E-04,-5.00E-04,0,577,9.18,12.59,-42.35,326.79,-1.24,-0.14,2,981.19,45.008,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,190510,2018-07-23 11:59:24:467
0.0391,0.2053,9.7931,0.0269,0.212,9.8043,0.0123,-0.0064,-3.00E-04,7.00E-04,5.00E-04,0,577,9.5,13.34,-42.82,324.06,-1.25,-0.13,2,981.19,43.7,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,191012,2018-07-23 11:59:24:969
0.0271,0.2053,9.7979,0.0235,0.2139,9.8043,0.0036,-0.0083,0.0044,7.00E-04,5.00E-04,0,577,8.91,13.29,-41.51,326.82,-1.25,-0.14,2,981.19,47.956,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,191510,2018-07-23 11:59:25:467
-0.0064,0.1838,9.8003,0.0211,0.2119,9.8043,-0.0275,-0.0279,0.0049,7.00E-04,5.00E-04,0.001,577,7.34,12.16,-42.58,331.19,-1.25,-0.15,2,981.19,49.302,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,192011,2018-07-23 11:59:25:968
0.3144,-1.6143,10.7723,0.4343,-0.5184,9.7833,-0.1204,-1.0953,0.978,-0.255,0.0133,0.6721,564,11.9,12.27,-37.99,306.19,3.03,-2.54,2,981.19,53.648,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,192510,2018-07-23 11:59:26:467
1.6408,3.5836,9.9176,0.0925,2.9517,9.3514,1.5487,0.6431,0.6018,0.3618,0.7782,1.1962,564,20.6,-9.8,-26.17,262.94,-15.82,-1.46,2,981.19,41.493,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 23,193009,2018-07-23 11:59:26:966
-0.3121,3.7216,9.7732,0.2693,3.7242,9.068,-0.5813,-0.0016,0.7075,0.1449,-0.2121,-0.0775,344,17.32,-19.29,-23.55,243.18,-21.84,-1.14,2,981.19,51.74,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 23,193511,2018-07-23 11:59:27:468
0.6488,4.3689,10.1658,1.1575,4.0532,8.8545,-0.5106,0.3091,1.2968,-0.1605,-0.7182,-0.1691,285,16.01,-28.56,-28.86,231.61,-24.92,-5.34,2,981.19,55.374,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 23,194009,2018-07-23 11:59:27:966
1.0678,4.9458,8.011,0.8893,4.607,8.6114,0.1755,0.3231,-0.6299,0.0685,0.1025,-0.3772,185,18.21,-15.3,-36.8,276.94,-27.59,-6.89,2,981.19,46.216,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 23,194509,2018-07-23 11:59:28:466
0.2825,5.4047,8.0749,0.6319,5.2266,8.2737,-0.3521,0.1564,-0.2333,0.18,-0.205,-0.1119,204,20.45,-12,-36.06,289.29,-31.54,-3.91,2,981.18,44.299,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 23,195010,2018-07-23 11:59:28:967
1.387,5.8158,8.3989,1.3428,5.5786,7.9528,0.0362,0.2041,0.399,0.0859,-0.1191,-0.0178,162,15.66,-11.26,-36.59,294.92,-34.67,-9.58,2,981.17,51.112,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 23,195509,2018-07-23 11:59:29:466
